"order","family","genus","scientificName","specimens","lastcollected"
"Ranunculales","Ranunculaceae","Ranunculus","Ranunculus bulbosus",49,2014
"Saxifragales","Saxifragaceae","Micranthes","Micranthes virginiensis",49,2014
"Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium angustifolium",48,2011
"Asterales","Asteraceae","Ambrosia","Ambrosia artemisiifolia",48,2010
"Asterales","Asteraceae","Centaurea","Centaurea maculosa",48,2013
"Asterales","Asteraceae","Erigeron","Erigeron annuus",48,2011
"Asterales","Asteraceae","Solidago","Solidago canadensis",48,2010
"Brassicales","Brassicaceae","Lepidium","Lepidium virginicum",48,2011
"Caryophyllales","Polygonaceae","Polygonella","Polygonella articulata",48,2004
"Ericales","Ericaceae","Pyrola","Pyrola elliptica",48,2011
"Fabales","Polygalaceae","Polygala","Polygala paucifolia",48,2010
"Fagales","Betulaceae","Alnus","Alnus rugosa",48,2001
"Fagales","Myricaceae","Myrica","Myrica gale",48,2011
"Fagales","Myricaceae","Myrica","Myrica pensylvanica",48,2009
"Lycopodiales","Lycopodiaceae","Huperzia","Huperzia lucidula",48,2011
"Poales","Cyperaceae","Carex","Carex pallescens",48,1998
"Poales","Poaceae","Panicum","Panicum dichotomiflorum",48,2010
"Poales","Poaceae","Spartina","Spartina patens",48,2001
"Rosales","Rhamnaceae","Rhamnus","Rhamnus cathartica",48,2013
"Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum americanum",48,2008
"Solanales","Convolvulaceae","Cuscuta","Cuscuta gronovii",48,2003
"","Ruscaceae","Polygonatum","Polygonatum biflorum",47,1995
"Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium atlanticum",47,2011
"Asterales","Asteraceae","Bidens","Bidens frondosa",47,1998
"Caryophyllales","Caryophyllaceae","Silene","Silene antirrhina",47,2002
"Caryophyllales","Droseraceae","Drosera","Drosera rotundifolia",47,2014
"Fagales","Fagaceae","Quercus","Quercus prinoides",47,2010
"Gentianales","Apocynaceae","Asclepias","Asclepias syriaca",47,2010
"Lamiales","Orobanchaceae","Castilleja","Castilleja coccinea",47,1997
"Malpighiales","Hypericaceae","Hypericum","Hypericum punctatum",47,1998
"Poales","Cyperaceae","Carex","Carex comosa",47,1999
"Poales","Cyperaceae","Carex","Carex laxiculmis",47,1998
"Poales","Poaceae","Digitaria","Digitaria sanguinalis",47,2007
"Polypodiales","Thelypteridaceae","Thelypteris","Thelypteris simulata",47,1995
"Rosales","Ulmaceae","Ulmus","Ulmus americana",47,2003
"Asparagales","Orchidaceae","Cypripedium","Cypripedium parviflorum",46,1998
"Brassicales","Brassicaceae","Hesperis","Hesperis matronalis",46,2014
"Dipsacales","Adoxaceae","Viburnum","Viburnum alnifolium",46,2008
"Dipsacales","Adoxaceae","Viburnum","Viburnum dentatum",46,2011
"Ericales","Ericaceae","Rhododendron","Rhododendron nudiflorum",46,1996
"Fabales","Fabaceae","Desmodium","Desmodium nudiflorum",46,2011
"Lamiales","Verbenaceae","Verbena","Verbena urticifolia",46,2001
"Lycopodiales","Lycopodiaceae","Lycopodium","Lycopodium hickeyi",46,2002
"Malpighiales","Elatinaceae","Elatine","Elatine minima",46,2009
"Oxalidales","Oxalidaceae","Oxalis","Oxalis stricta",46,2011
"Poales","Cyperaceae","Carex","Carex canescens",46,1998
"Poales","Cyperaceae","Carex","Carex debilis",46,1998
"Poales","Cyperaceae","Carex","Carex granularis",46,1998
"Poales","Cyperaceae","Carex","Carex hystericina",46,2001
"Poales","Poaceae","Brachyelytrum","Brachyelytrum erectum",46,2011
"Poales","Poaceae","Dichanthelium","Dichanthelium latifolium",46,1998
"Poales","Poaceae","Dichanthelium","Dichanthelium linearifolium",46,1998
"Poales","Poaceae","Spartina","Spartina pectinata",46,1998
"Ranunculales","Ranunculaceae","Thalictrum","Thalictrum dioicum",46,1997
"Sapindales","Anacardiaceae","Rhus","Rhus glabra",46,2007
"Vitales","Vitaceae","Vitis","Vitis aestivalis",46,2003
"Asparagales","Orchidaceae","Pogonia","Pogonia ophioglossoides",45,2014
"Asterales","Campanulaceae","Campanula","Campanula rotundifolia",45,1998
"Caryophyllales","Polygonaceae","Persicaria","Persicaria persicaria",45,2000
"Cornales","Cornaceae","Cornus","Cornus alternifolia",45,2011
"Cupressales","Cupressaceae","Thuja","Thuja occidentalis",45,2009
"Lamiales","Phrymaceae","Phryma","Phryma leptostachya",45,2014
"Liliales","Liliaceae","Clintonia","Clintonia borealis",45,2010
"Liliales","Liliaceae","Streptopus","Streptopus roseus",45,1998
"Malpighiales","Hypericaceae","Hypericum","Hypericum boreale",45,2006
"Malpighiales","Salicaceae","Populus","Populus grandidentata",45,2013
"Poales","Cyperaceae","Carex","Carex pedunculata",45,2004
"Poales","Juncaceae","Juncus","Juncus canadensis",45,1998
"Poales","Poaceae","Agrostis","Agrostis hyemalis",45,2000
"Poales","Poaceae","Bromus","Bromus tectorum",45,2005
"Poales","Poaceae","Leersia","Leersia virginica",45,2004
"Ranunculales","Ranunculaceae","Ranunculus","Ranunculus hispidus",45,2001
"Rosales","Rosaceae","Rubus","Rubus plicatifolius",45,1936
"Rosales","Urticaceae","Pilea","Pilea pumila",45,2003
"Apiales","Apiaceae","Cicuta","Cicuta bulbifera",44,2011
"Asterales","Asteraceae","Bidens","Bidens connata",44,2003
"Asterales","Asteraceae","Solidago","Solidago odora",44,2001
"Asterales","Asteraceae","Tussilago","Tussilago farfara",44,2014
"Equisetales","Equisetaceae","Equisetum","Equisetum fluviatile",44,1998
"Fagales","Betulaceae","Corylus","Corylus cornuta",44,2002
"Fagales","Fagaceae","Quercus","Quercus velutina",44,2013
"Gentianales","Rubiaceae","Galium","Galium tinctorium",44,2001
"Lamiales","Plantaginaceae","Plantago","Plantago aristata",44,2007
"Liliales","Smilacaceae","Smilax","Smilax herbacea",44,2011
"Poales","Cyperaceae","Carex","Carex swanii",44,2000
"Poales","Poaceae","Andropogon","Andropogon gerardii",44,2002
"Poales","Poaceae","Elymus","Elymus canadensis",44,2003
"Poales","Poaceae","Festuca","Festuca ovina",44,2008
"Ranunculales","Berberidaceae","Berberis","Berberis vulgaris",44,2011
"Ranunculales","Berberidaceae","Caulophyllum","Caulophyllum thalictroides",44,2010
"Rosales","Rosaceae","Aronia","Aronia melanocarpa",44,2011
"Rosales","Rosaceae","Rosa","Rosa palustris",44,2001
"Rosales","Rosaceae","Rubus","Rubus occidentalis",44,2011
"Schizaeales","Schizaeaceae","Lygodium","Lygodium palmatum",44,2013
"Alismatales","Araceae","Peltandra","Peltandra virginica",43,2003
"Apiales","Apiaceae","Cryptotaenia","Cryptotaenia canadensis",43,2011
"Asterales","Asteraceae","Aster","Aster macrophyllus",43,1991
"Brassicales","Brassicaceae","Lepidium","Lepidium campestre",43,2013
"Caryophyllales","Caryophyllaceae","Stellaria","Stellaria graminea",43,2014
"Cornales","Cornaceae","Cornus","Cornus canadensis",43,2010
"Dipsacales","Adoxaceae","Sambucus","Sambucus pubens",43,1992
"Ericales","Primulaceae","Hottonia","Hottonia inflata",43,2005
"Fabales","Fabaceae","Lotus","Lotus corniculatus",43,2014
"Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa",43,2001
"Gentianales","Gentianaceae","Gentiana","Gentiana andrewsii",43,2003
"Lamiales","Plantaginaceae","Plantago","Plantago major",43,2010
"Pinales","Pinaceae","Pinus","Pinus strobus",43,2008
"Poales","Cyperaceae","Carex","Carex stellulata",43,1927
"Poales","Cyperaceae","Cladium","Cladium mariscoides",43,2002
"Polypodiales","Blechnaceae","Woodwardia","Woodwardia virginica",43,2007
"Rosales","Rosaceae","Prunus","Prunus americana",43,2012
"Rosales","Rosaceae","Rubus","Rubus hispidus",43,2011
"Alismatales","Zannichelliaceae","Zannichellia","Zannichellia palustris",42,2009
"Asterales","Asteraceae","Erechtites","Erechtites hieraciifolia",42,1998
"Asterales","Asteraceae","Prenanthes","Prenanthes alba",42,2008
"Asterales","Asteraceae","Senecio","Senecio aureus",42,1998
"Asterales","Asteraceae","Solidago","Solidago sempervirens",42,2003
"Brassicales","Brassicaceae","Alliaria","Alliaria petiolata",42,2014
"Commelinales","Pontederiaceae","Heteranthera","Heteranthera dubia",42,2007
"Dipsacales","Caprifoliaceae","Lonicera","Lonicera dioica",42,2003
"Liliales","Melanthiaceae","Trillium","Trillium cernuum",42,2000
"Poales","Cyperaceae","Cyperus","Cyperus rivularis",42,1994
"Poales","Cyperaceae","Rhynchospora","Rhynchospora alba",42,2011
"Poales","Poaceae","Calamagrostis","Calamagrostis canadensis",42,2011
"Ranunculales","Ranunculaceae","Actaea","Actaea pachypoda",42,2014
"Santalales","Santalaceae","Comandra","Comandra umbellata",42,2001
"Alismatales","Alismataceae","Sagittaria","Sagittaria graminea",41,2009
"Apiales","Apiaceae","Osmorhiza","Osmorhiza longistylis",41,2013
"Asparagales","Orchidaceae","Liparis","Liparis liliifolia",41,1981
"Asterales","Asteraceae","Antennaria","Antennaria neodioica",41,1988
"Asterales","Asteraceae","Helenium","Helenium autumnale",41,1998
"Asterales","Asteraceae","Hieracium","Hieracium pratense",41,1990
"Asterales","Asteraceae","Mikania","Mikania scandens",41,2007
"Asterales","Asteraceae","Solidago","Solidago neglecta",41,1945
"Brassicales","Brassicaceae","Berteroa","Berteroa incana",41,2001
"Brassicales","Brassicaceae","Draba","Draba verna",41,2008
"Caryophyllales","Caryophyllaceae","Moehringia","Moehringia lateriflora",41,2014
"Dipsacales","Caprifoliaceae","Lonicera","Lonicera canadensis",41,2008
"Equisetales","Equisetaceae","Equisetum","Equisetum variegatum",41,1998
"Ericales","Ericaceae","Gaultheria","Gaultheria procumbens",41,2008
"Ericales","Ericaceae","Gaylussacia","Gaylussacia frondosa",41,2010
"Fabales","Fabaceae","Desmodium","Desmodium rotundifolium",41,1998
"Fagales","Fagaceae","Quercus","Quercus rubra",41,2013
"Lamiales","Linderniaceae","Lindernia","Lindernia dubia",41,2005
"Liliales","Melanthiaceae","Veratrum","Veratrum viride",41,2010
"Malpighiales","Hypericaceae","Hypericum","Hypericum ellipticum",41,2003
"Malpighiales","Salicaceae","Salix","Salix candida",41,2000
"Poales","Cyperaceae","Carex","Carex blanda",41,1998
"Poales","Cyperaceae","Carex","Carex scabrata",41,2001
"Poales","Eriocaulaceae","Eriocaulon","Eriocaulon aquaticum",41,2006
"Poales","Juncaceae","Juncus","Juncus marginatus",41,2003
"Poales","Juncaceae","Juncus","Juncus pelocarpus",41,2005
"Poales","Juncaceae","Luzula","Luzula multiflora",41,2000
"Poales","Poaceae","Eragrostis","Eragrostis spectabilis",41,2007
"Poales","Poaceae","Hystrix","Hystrix patula",41,1998
"Poales","Poaceae","Setaria","Setaria viridis",41,2002
"Poales","Poaceae","Sorghastrum","Sorghastrum nutans",41,1998
"Poales","Poaceae","Sporobolus","Sporobolus asper",41,2000
"Polypodiales","Pteridaceae","Pellaea","Pellaea atropurpurea",41,1992
"Rosales","Rosaceae","Rubus","Rubus insons",41,1938
"Selaginellales","Selaginellaceae","Selaginella","Selaginella apoda",41,1997
"","Alliaceae","Allium","Allium canadense",40,2011
"Asterales","Asteraceae","Megalodonta","Megalodonta beckii",40,2005
"Asterales","Campanulaceae","Lobelia","Lobelia dortmanna",40,2006
"Boraginales","Boraginaceae","Myosotis","Myosotis laxa",40,2001
"Dipsacales","Caprifoliaceae","Diervilla","Diervilla lonicera",40,2011
"Ericales","Ericaceae","Chimaphila","Chimaphila umbellata",40,2001
"Fagales","Fagaceae","Fagus","Fagus grandifolia",40,2013
"Liliales","Smilacaceae","Smilax","Smilax rotundifolia",40,2006
"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera",40,2011
"Malpighiales","Salicaceae","Salix","Salix cordata",40,1980
"Poales","Cyperaceae","Carex","Carex cephalophora",40,2001
"Poales","Cyperaceae","Schoenoplectus","Schoenoplectus subterminalis",40,2008
"Poales","Juncaceae","Juncus","Juncus acuminatus",40,2008
"Ranunculales","Papaveraceae","Dicentra","Dicentra cucullaria",40,2014
"Ranunculales","Ranunculaceae","Anemonella","Anemonella thalictroides",40,1992
"Ranunculales","Ranunculaceae","Coptis","Coptis trifolia",40,2008
"Rosales","Rosaceae","Dasiphora","Dasiphora fruticosa",40,2001
"Rosales","Rosaceae","Potentilla","Potentilla simplex",40,2014
"Saxifragales","Saxifragaceae","Micranthes","Micranthes pensylvanica",40,2014
"Alismatales","Araceae","Calla","Calla palustris",39,2010
"Asterales","Asteraceae","Aster","Aster acuminatus",39,1998
"Asterales","Asteraceae","Vernonia","Vernonia noveboracensis",39,2010
"Asterales","Campanulaceae","Lobelia","Lobelia siphilitica",39,2003
"Asterales","Campanulaceae","Triodanis","Triodanis perfoliata",39,2014
"Brassicales","Brassicaceae","Cardamine","Cardamine parviflora",39,1998
"Equisetales","Equisetaceae","Equisetum","Equisetum sylvaticum",39,1998
"Ericales","Ericaceae","Arctostaphylos","Arctostaphylos uva-ursi",39,2000
"Ericales","Ericaceae","Epigaea","Epigaea repens",39,2010
"Ericales","Ericaceae","Rhododendron","Rhododendron maximum",39,1984
"Fabales","Fabaceae","Desmodium","Desmodium canadense",39,1999
"Liliales","Liliaceae","Lilium","Lilium canadense",39,1998
"Malpighiales","Violaceae","Viola","Viola sagittata",39,2014
"Malvales","Cistaceae","Helianthemum","Helianthemum canadense",39,2002
"Myrtales","Onagraceae","Circaea","Circaea quadrisulcata",39,2008
"Poales","Cyperaceae","Carex","Carex annectens",39,1998
"Poales","Cyperaceae","Carex","Carex deweyana",39,2001
"Poales","Cyperaceae","Carex","Carex plantaginea",39,1998
"Poales","Poaceae","Bromus","Bromus ciliatus",39,2002
"Poales","Poaceae","Panicum","Panicum columbianum",39,2000
"Poales","Xyridaceae","Xyris","Xyris difformis",39,2008
"Polypodiales","Aspleniaceae","Asplenium","Asplenium rhizophyllum",39,2004
"Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris boottii",39,2007
"Ranunculales","Ranunculaceae","Actaea","Actaea alba",39,2001
"Rosales","Rosaceae","Amelanchier","Amelanchier laevis",39,2013
"","Ruscaceae","Polygonatum","Polygonatum pubescens",38,2014
"Apiales","Apiaceae","Heracleum","Heracleum mantegazzianum",38,2010
"Ericales","Ericaceae","Vaccinium","Vaccinium atrococcum",38,1981
"Fagales","Juglandaceae","Carya","Carya glabra",38,2012
"Lamiales","Scrophulariaceae","Verbascum","Verbascum thapsus",38,2007
"Lycopodiales","Lycopodiaceae","Lycopodium","Lycopodium annotinum",38,1998
"Malpighiales","Violaceae","Viola","Viola primulifolia",38,2002
"Poales","Poaceae","Bromus","Bromus inermis",38,2004
"Poales","Poaceae","Cenchrus","Cenchrus longispinus",38,1999
"Poales","Poaceae","Digitaria","Digitaria ischaemum",38,2007
"Poales","Typhaceae","Typha","Typha latifolia",38,2011
"Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris goldiana",38,2003
"Ranunculales","Menispermaceae","Menispermum","Menispermum canadense",38,2005
"Ranunculales","Ranunculaceae","Ranunculus","Ranunculus septentrionalis",38,2000
"Rosales","Rhamnaceae","Frangula","Frangula alnus",38,2011
"Rosales","Rosaceae","Potentilla","Potentilla argentea",38,2013
"Sapindales","Anacardiaceae","Rhus","Rhus typhina",38,2007
"Alismatales","Araceae","Symplocarpus","Symplocarpus foetidus",37,2005
"Apiales","Apiaceae","Aegopodium","Aegopodium podagraria",37,2013
"Apiales","Araliaceae","Aralia","Aralia racemosa",37,1998
"Asterales","Asteraceae","Aster","Aster patens",37,1998
"Asterales","Asteraceae","Aster","Aster umbellatus",37,2002
"Asterales","Asteraceae","Cichorium","Cichorium intybus",37,2001
"Asterales","Asteraceae","Taraxacum","Taraxacum officinale",37,2009
"Fabales","Fabaceae","Lupinus","Lupinus perennis",37,1999
"Fagales","Betulaceae","Ostrya","Ostrya virginiana",37,2003
"Fagales","Juglandaceae","Carya","Carya tomentosa",37,2011
"Gentianales","Apocynaceae","Cynanchum","Cynanchum nigrum",37,2008
"Lamiales","Lamiaceae","Hedeoma","Hedeoma pulegioides",37,1998
"Malpighiales","Salicaceae","Salix","Salix serissima",37,2004
"Poales","Cyperaceae","Carex","Carex prasina",37,1998
"Poales","Cyperaceae","Carex","Carex tribuloides",37,1998
"Poales","Poaceae","Festuca","Festuca obtusa",37,2001
"Polypodiales","Dryopteridaceae","Cystopteris","Cystopteris bulbifera",37,1998
"Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris clintoniana",37,2001
"Sapindales","Aceraceae","Acer","Acer saccharinum",37,2011
"Saxifragales","Saxifragaceae","Chrysosplenium","Chrysosplenium americanum",37,2014
"Asterales","Asteraceae","Prenanthes","Prenanthes altissima",36,1998
"Dipsacales","Caprifoliaceae","Lonicera","Lonicera japonica",36,2013
"Fagales","Juglandaceae","Carya","Carya ovata",36,2001
"Gentianales","Rubiaceae","Galium","Galium trifidum",36,1998
"Liliales","Liliaceae","Lilium","Lilium philadelphicum",36,1993
"Malpighiales","Salicaceae","Salix","Salix nigra",36,2003
"Malpighiales","Salicaceae","Salix","Salix rostrata",36,1946
"Myrtales","Onagraceae","Circaea","Circaea alpina",36,1998
"Poales","Cyperaceae","Fimbristylis","Fimbristylis autumnalis",36,2003
"Poales","Poaceae","Deschampsia","Deschampsia flexuosa",36,2007
"Poales","Poaceae","Dichanthelium","Dichanthelium boscii",36,1992
"Poales","Poaceae","Distichlis","Distichlis spicata",36,1994
"Poales","Poaceae","Muhlenbergia","Muhlenbergia sylvatica",36,1998
"Rosales","Rosaceae","Fragaria","Fragaria vesca",36,2012
"","Parnassiaceae","Parnassia","Parnassia glauca",35,2003
"Asterales","Asteraceae","Eutrochium","Eutrochium fistulosum",35,1998
"Asterales","Asteraceae","Solidago","Solidago puberula",35,1998
"Fabales","Fabaceae","Trifolium","Trifolium agrarium",35,1988
"Gentianales","Apocynaceae","Asclepias","Asclepias quadrifolia",35,1998
"Lamiales","Lamiaceae","Pycnanthemum","Pycnanthemum virginianum",35,1998
"Lamiales","Scrophulariaceae","Veronica","Veronica arvensis",35,2010
"Malpighiales","Hypericaceae","Hypericum","Hypericum mutilum",35,2006
"Malpighiales","Violaceae","Viola","Viola rostrata",35,1992
"Poales","Cyperaceae","Carex","Carex bromoides",35,2003
"Poales","Cyperaceae","Carex","Carex straminea",35,1996
"Poales","Poaceae","Holcus","Holcus lanatus",35,2007
"Rosales","Rosaceae","Amelanchier","Amelanchier oblongifolia",35,1940
"Rosales","Rosaceae","Rubus","Rubus odoratus",35,2003
"Rosales","Rosaceae","Rubus","Rubus ostryifolius",35,1938
"Rosales","Urticaceae","Laportea","Laportea canadensis",35,2008
"Apiales","Araliaceae","Aralia","Aralia hispida",34,1994
"Apiales","Araliaceae","Hydrocotyle","Hydrocotyle americana",34,2011
"Asterales","Asteraceae","Erigeron","Erigeron strigosus",34,1998
"Asterales","Asteraceae","Helianthus","Helianthus divaricatus",34,1999
"Asterales","Asteraceae","Leontodon","Leontodon autumnalis",34,2011
"Asterales","Asteraceae","Solidago","Solidago ulmifolia",34,1998
"Brassicales","Brassicaceae","Capsella","Capsella bursa-pastoris",34,2011
"Brassicales","Brassicaceae","Rorippa","Rorippa sylvestris",34,2006
"Caryophyllales","Caryophyllaceae","Lychnis","Lychnis flos-cuculi",34,2011
"Caryophyllales","Portulacaceae","Claytonia","Claytonia virginica",34,1996
"Cupressales","Taxaceae","Taxus","Taxus canadensis",34,1998
"Dipsacales","Caprifoliaceae","Triosteum","Triosteum aurantiacum",34,1995
"Ericales","Ericaceae","Vaccinium","Vaccinium oxycoccos",34,2003
"Isoetales","Isoetaceae","Isoetes","Isoetes echinospora",34,2005
"Liliales","Melanthiaceae","Aletris","Aletris farinosa",34,2010
"Malpighiales","Linaceae","Linum","Linum virginianum",34,1991
"Malpighiales","Salicaceae","Populus","Populus alba",34,2007
"Malvales","Cistaceae","Lechea","Lechea villosa",34,1997
